municipio.1	municipio.2	municipio.3	diabetes-tipo-dois-2004	diabetes-tipo-dois-2005	diabetes-tipo-dois-2006	diabetes-tipo-dois-2007	diabetes-tipo-dois-2008	diabetes-tipo-dois-2009	diabetes-tipo-dois-2010	diabetes-tipo-dois-2011	diabetes-tipo-dois-2012	diabetes-tipo-dois-2013	sifilis-congenita-2004	sifilis-congenita-2005	sifilis-congenita-2006	sifilis-congenita-2007	sifilis-congenita-2008	sifilis-congenita-2009	sifilis-congenita-2010	sifilis-congenita-2011	sifilis-congenita-2012	sifilis-congenita-2013	sifilis-gestante-2004	sifilis-gestante-2005	sifilis-gestante-2006	sifilis-gestante-2007	sifilis-gestante-2008	sifilis-gestante-2009	sifilis-gestante-2010	sifilis-gestante-2011	sifilis-gestante-2012	sifilis-gestante-2013
290010	2900108	Abaíra	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290020	2900207	Abaré	0	6	3	11	7	12	8	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
290030	2900306	Acajutiba	0	17	2	0	1	13	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
290035	2900355	Adustina	0	3	13	3	9	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
290040	2900405	Água Fria	0	0	0	0	3	12	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
290050	2900504	Érico Cardoso	0	0	3	4	1	0	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290060	2900603	Aiquara	0	0	9	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290070	2900702	Alagoinhas	4	20	107	23	13	15	13	25	10	0	13	1	0	0	0	3	5	8	3	4	0	0	0	0	4	0	8	15	8	4
290080	2900801	Alcobaca	0	6	13	2	5	4	3	5	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	1	2	8
290090	2900900	Almadina	0	5	6	5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
290100	2901007	Amargosa	4	13	4	8	12	7	8	20	12	0	0	0	0	0	0	0	2	0	4	2	0	0	0	3	1	2	6	6	2	6
290110	2901106	Amelia Rodrigues	22	9	13	15	10	20	20	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1
290115	2901155	América Dourada	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
290120	2901205	Anagé	2	1	8	1	1	1	3	19	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
290130	2901304	Andaraí	0	0	3	5	3	3	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
290135	2901353	Andorinha	0	14	14	6	14	13	8	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1
290140	2901403	Angical	0	2	13	1	4	5	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
290150	2901502	Anguera	0	1	0	0	0	20	14	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290160	2901601	Antas	1	0	8	10	7	5	10	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1
290170	2901700	Antônio Cardoso	0	8	7	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
290180	2901809	Antônio Gonçalves	0	0	4	8	20	17	13	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
290190	2901908	Aporá	0	10	3	3	6	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3
290195	2901957	Apuarema	0	0	0	0	0	9	1	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290200	2902005	Aracatu	0	3	0	1	3	1	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
290205	2902054	Araças	0	0	0	0	10	3	10	10	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
290210	2902104	Araci	0	8	8	0	0	35	36	14	10	3	0	0	0	0	0	0	0	2	0	4	0	0	0	1	0	2	1	1	5	11
290220	2902203	Aramari	0	0	15	7	4	5	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
290225	2902252	Arataca	0	5	14	3	1	1	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
290230	2902302	Aratuípe	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
290240	2902401	Aurelino Leal	0	0	1	0	1	15	20	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
290250	2902500	Baianópolis	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290260	2902609	Baixa Grande	0	0	14	1	23	2	4	10	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
290265	2902658	Banzaê	0	8	11	14	7	1	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
290270	2902708	Barra	0	0	1	6	49	40	17	8	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	1	1	1	1	5	4
290280	2902807	Barra da Estiva	4	3	9	8	8	7	2	14	14	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	2	0	0	1
290290	2902906	Barra do Choca	2	2	3	1	1	5	9	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
290300	2903003	Barra do Mendes	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
290310	2903102	Barra do Rocha	10	1	6	1	1	2	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
290320	2903201	Barreiras	0	72	87	45	20	25	14	18	0	0	0	2	2	5	3	9	2	6	5	10	0	0	4	11	5	3	9	15	18	17
290323	2903235	Barro Alto	0	2	7	9	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290327	2903276	Barrocas	3	4	5	7	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
290330	2903300	Barro Preto	5	14	3	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1
290340	2903409	Belmonte	0	5	13	46	7	7	8	26	9	0	0	0	0	1	1	0	0	0	2	4	0	0	0	0	0	0	0	5	8	10
290350	2903508	Belo Campo	0	0	3	6	2	3	2	2	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	1	1	2	1	0
290360	2903607	Biritinga	0	23	15	4	5	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
290370	2903706	Boa Nova	0	0	7	7	1	5	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	1	0
290380	2903805	Boa Vista do Tupim	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290390	2903904	Bom Jesus da Lapa	7	5	16	9	0	11	7	13	2	0	0	0	0	0	0	0	0	0	2	4	0	0	1	0	2	1	0	5	7	10
290395	2903953	Bom Jesus da Serra	0	2	0	2	0	1	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290400	2904001	Boninal	0	13	3	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
290405	2904050	Bonito	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
290410	2904100	Boquira	0	6	7	8	6	0	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
290420	2904209	Botuporã	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290430	2904308	Brejões	0	1	0	1	0	10	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
290440	2904407	Brejolândia	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290450	2904506	Brotas de Macaúbas	0	0	0	0	0	0	3	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290460	2904605	Brumado	7	22	26	24	9	7	17	10	43	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
290470	2904704	Buerarema	1	0	0	1	2	13	22	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1
290475	2904753	Buritirama	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
290480	2904803	Caatiba	0	2	4	1	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290485	2904852	Cabaceiras do Paraguaçu	0	1	0	0	0	10	6	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
290490	2904902	Cachoeira	14	7	7	4	3	14	6	6	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	3
290500	2905008	Caculé	6	2	2	10	9	8	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
290510	2905107	Caem	0	3	8	8	4	4	6	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290515	2905156	Caetanos	0	1	1	0	1	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0
290520	2905206	Caetité	6	13	13	8	7	6	14	12	12	2	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2
290530	2905305	Cafarnaum	1	0	20	13	5	7	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290540	2905404	Cairu	0	0	0	0	4	2	8	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	3
290550	2905503	Caldeirão Grande	1	7	16	5	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
290560	2905602	Camacan	0	0	0	0	0	1	18	1	0	0	0	0	0	0	0	1	3	5	2	3	0	0	2	0	1	1	3	5	9	2
290570	2905701	Camaçari	58	89	57	58	67	32	20	27	28	4	2	6	8	3	5	7	7	14	50	40	0	0	0	0	1	1	4	9	20	26
290580	2905800	Camamu	1	8	16	22	13	16	17	26	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	8
290590	2905909	Campo Alegre de Lourdes	0	0	1	0	0	18	4	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290600	2906006	Campo Formoso	11	3	14	12	18	5	10	25	15	1	0	0	0	1	3	2	3	0	4	0	0	0	2	0	2	4	6	0	7	5
290610	2906105	Canápolis	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290620	2906204	Canarana	0	0	0	0	0	3	7	10	6	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	1
290630	2906303	Canavieiras	19	12	5	11	7	8	10	12	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	7	0	0	4	6
290640	2906402	Candeal	0	0	0	0	7	0	4	7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290650	2906501	Candeias	35	9	32	35	13	9	10	2	2	1	0	0	0	2	0	0	1	2	12	7	0	0	0	1	3	0	6	11	13	11
290660	2906600	Candiba	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
290670	2906709	Cândido Sales	0	0	8	6	1	3	0	2	8	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	0	2
290680	2906808	Cansanção	0	0	0	0	0	0	0	49	41	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290682	2906824	Canudos	0	2	11	7	4	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
290685	2906857	Capela do Alto Alegre	2	1	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
290687	2906873	Capim Grosso	11	2	3	3	4	7	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
290689	2906899	Caraíbas	0	0	1	0	0	5	6	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290690	2906907	Caravelas	0	10	11	7	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	2	0	1	2	0
290700	2907004	Cardeal da Silva	0	0	0	0	0	4	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
290710	2907103	Carinhanha	0	3	9	0	1	3	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	2
290720	2907202	Casa Nova	4	4	11	5	6	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
290730	2907301	Castro Alves	6	11	2	13	13	5	6	6	7	0	1	0	0	0	0	2	0	0	0	4	0	0	0	0	2	4	1	3	3	6
290740	2907400	Catolândia	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
290750	2907509	Catu	13	33	63	33	12	20	28	30	28	3	0	1	2	0	0	1	0	0	0	3	0	0	0	0	1	1	1	1	1	2
290755	2907558	Caturama	0	4	6	1	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290760	2907608	Central	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
290770	2907707	Chorrochó	0	16	6	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
290780	2907806	Cícero Dantas	0	0	0	0	0	6	8	28	16	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	1	4	1	3
290790	2907905	Cipó	0	19	28	25	2	2	9	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290800	2908002	Coaraci	3	2	12	18	10	10	4	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	3	0	0	1	7	1
290810	2908101	Cocos	1	0	0	0	1	0	10	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
290820	2908200	Conceição da Feira	6	0	0	5	0	27	21	11	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	2	0	1
290830	2908309	Conceição do Almeida	0	19	23	2	0	9	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
290840	2908408	Conceição do Coité	6	3	7	2	0	4	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
290850	2908507	Conceição do Jacuípe	0	0	48	8	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
290860	2908606	Conde	1	4	7	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0
290870	2908705	Condeúba	0	0	14	6	5	0	4	7	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290880	2908804	Contendas do Sincorá	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
290890	2908903	Coração de Maria	4	6	16	28	10	5	11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
290900	2909000	Cordeiros	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290910	2909109	Coribe	0	0	0	3	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
290920	2909208	Coronel João Sá	1	0	7	1	1	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	1	0	0
290930	2909307	Correntina	0	0	13	2	2	0	28	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0
290940	2909406	Cotegipe	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290950	2909505	Cravolândia	0	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
290960	2909604	Crisópolis	0	0	0	1	1	29	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
290970	2909703	Cristópolis	0	4	6	1	4	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0
290980	2909802	Cruz das Almas	0	52	45	25	38	19	11	27	47	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	1	4	10
290990	2909901	Curaçá	0	12	24	5	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	4	0	1	3	1	3	2	1	0
291000	2910008	Dário Meira	0	8	10	4	3	3	5	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
291005	2910057	Dias d Ávila	27	12	15	8	21	5	8	7	9	7	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	1	3	10
291010	2910107	Dom Basilio	0	0	1	1	0	2	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291020	2910206	Dom Macedo Costa	1	0	1	0	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
291030	2910305	Elísio Medrado	0	12	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291040	2910404	Encruzilhada	0	0	1	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
291050	2910503	Entre Rios	8	8	14	31	13	8	16	17	9	4	0	0	1	1	0	1	0	1	0	3	0	0	0	0	0	0	3	2	2	6
291060	2910602	Esplanada	0	0	0	8	18	11	13	24	10	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	4	1	0	1
291070	2910701	Euclides da Cunha	0	6	6	6	70	5	6	19	25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291072	2910727	Eunápolis	78	57	37	8	22	26	17	43	25	7	0	0	0	0	0	0	1	2	0	4	0	0	0	1	1	0	1	3	0	14
291075	2910750	Fátima	1	6	3	8	24	11	19	19	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
291077	2910776	Feira da Mata	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291080	2910800	Feira de Santana	158	34	28	117	239	151	122	86	30	1	56	37	32	13	13	29	35	29	25	78	0	0	4	4	4	9	19	28	33	30
291085	2910859	Filadélfia	7	7	21	4	2	14	32	27	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
291090	2910909	Firmino Alves	9	0	1	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
291100	2911006	Floresta Azul	0	1	0	1	0	12	3	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3
291110	2911105	Formosa do Rio Preto	0	0	4	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	4	2	0	1	0	0	2
291120	2911204	Gandu	0	2	4	1	0	2	13	8	10	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	3	2	4	12
291125	2911253	Gavião	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
291130	2911303	Gentio do Ouro	0	0	0	0	2	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
291140	2911402	Glória	2	13	1	1	0	2	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	2	3	3	1
291150	2911501	Gongogi	0	6	7	4	6	1	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0
291160	2911600	Governador Mangabeira	3	3	4	8	12	6	4	12	23	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0
291165	2911659	Guajeru	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291170	2911709	Guanambi	14	33	45	34	32	37	28	28	18	1	0	1	0	1	0	2	1	3	1	2	0	1	1	1	0	0	1	4	6	7
291180	2911808	Guaratinga	0	9	3	7	12	19	9	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
291185	2911857	Heliópolis	0	1	9	18	2	2	15	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291190	2911907	Iaçu	0	1	26	0	0	16	13	18	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
291200	2912004	Ibiassucê	1	7	1	9	1	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291210	2912103	Ibicaraí	2	3	5	6	13	7	6	12	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	2	2
291220	2912202	Ibicoara	4	0	2	3	1	2	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
291230	2912301	Ibicui	0	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291240	2912400	Ibipeba	0	0	10	1	8	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0
291250	2912509	Ibipitanga	0	3	6	5	3	2	2	4	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
291260	2912608	Ibiquera	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291270	2912707	Ibirapitanga	0	0	0	0	0	27	10	8	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
291280	2912806	Ibirapuã	0	0	2	1	1	2	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
291290	2912905	Ibirataia	0	6	18	9	8	0	2	5	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
291300	2913002	Ibitiara	0	0	3	5	2	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
291310	2913101	Ibititá	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
291320	2913200	Ibotirama	0	0	1	1	4	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1
291330	2913309	Ichu	0	0	6	1	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
291340	2913408	Igaporã	0	3	3	5	7	3	3	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291345	2913457	Igrapiúna	0	4	18	2	3	2	7	8	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5	1
291350	2913507	Iguaí	6	4	9	4	15	6	14	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
291360	2913606	Ilhéus	6	14	11	73	84	69	63	59	28	0	0	1	1	0	1	39	27	24	22	2	0	0	0	50	39	49	45	28	33	13
291370	2913705	Inhambupe	0	3	8	11	7	6	12	22	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2
291380	2913804	Ipecaetá	0	0	8	11	6	3	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291390	2913903	Ipiaú	0	0	18	13	36	11	17	13	15	4	0	0	0	0	0	0	0	0	3	8	0	0	0	1	1	0	0	2	3	33
291400	2914000	Ipirá	14	12	60	35	20	33	22	31	20	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0
291410	2914109	Ipupiara	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291420	2914208	Irajuba	0	0	0	0	0	2	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291430	2914307	Iramaia	0	0	0	3	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291440	2914406	Iraquara	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
291450	2914505	Irará	2	7	17	11	0	27	14	9	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1
291460	2914604	Irecê	13	26	3	83	16	1	4	15	13	1	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	1	3	1	0	4
291465	2914653	Itabela	0	15	20	23	9	7	4	4	7	0	0	0	0	0	0	2	0	1	4	2	0	0	0	0	1	1	5	9	11	9
291470	2914703	Itaberaba	20	5	10	3	0	2	6	18	0	0	1	0	4	0	0	0	0	2	0	0	0	2	0	0	0	2	0	2	0	1
291480	2914802	Itabuna	77	97	73	76	39	72	50	52	49	1	10	2	3	0	2	8	7	5	0	19	0	0	0	9	3	0	20	7	4	29
291490	2914901	Itacaré	0	4	5	4	2	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
291500	2915007	Itaetê	0	8	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
291510	2915106	Itagi	0	0	9	10	10	1	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
291520	2915205	Itagibá	0	9	8	3	4	2	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	3	0
